H2_Resource,Zone,H2_FLEX,H2_LIQ,H2_GEN_TYPE,H2_STOR,LDS,New_Build,etaP2G_MWh_p_tonne,etaFuel_MMBtu_p_tonne,Inv_Cost_p_tonne_p_hr_yr,Inv_Cost_Charge_p_tonne_p_hr_yr,Inv_Cost_Energy_p_tonne_yr,Fixed_OM_Cost_p_tonne_p_hr_yr,Fixed_OM_Cost_Charge_p_tonne_p_hr_yr,Fixed_OM_Cost_Energy_p_tonne_yr,Var_OM_Cost_p_tonne,Var_OM_Cost_Charge_p_tonne,Fuel,Max_Cap_tonne_p_hr,Min_Cap_tonne_p_hr,Max_Charge_Cap_tonne_p_hr,Min_Charge_Cap_tonne_p_hr,Max_Energy_Cap_tonne,Min_Energy_Cap_tonne,Existing_Cap_tonne_p_hr,Existing_Charge_Cap_tonne_p_hr,Existing_Energy_Cap_tonne,Cap_Size_tonne_p_hr,Ramp_Up_Percentage,Ramp_Down_Percentage,H2Gen_min_output,H2Stor_min_level,H2Stor_max_level,H2Stor_self_discharge_rate_p_hour,H2Stor_Charge_MWh_p_tonne,H2Stor_Charge_MMBtu_p_tonne,H2Stor_eff_charge,H2Stor_eff_discharge,Start_Cost_per_tonne_p_hr,Up_Time,Down_Time,Flexible_Demand_Energy_Eff,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance
Liquifier_w_terminal_19.0,19.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_19.0,19.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_20.0,20.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_20.0,20.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_20.0,20.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_20.0,20.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_20.0,20.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_21.0,21.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_21.0,21.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_21.0,21.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_21.0,21.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_21.0,21.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_22.0,22.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_22.0,22.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_22.0,22.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_22.0,22.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_22.0,22.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_23.0,23.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_23.0,23.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_23.0,23.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_23.0,23.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_23.0,23.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_24.0,24.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_24.0,24.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_24.0,24.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_24.0,24.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_24.0,24.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_25.0,25.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_25.0,25.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_25.0,25.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_25.0,25.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_25.0,25.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_26.0,26.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_26.0,26.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_26.0,26.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_26.0,26.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_26.0,26.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_27.0,27.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_27.0,27.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_27.0,27.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_27.0,27.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_27.0,27.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_28.0,28.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_28.0,28.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_28.0,28.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_28.0,28.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_28.0,28.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_29.0,29.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_29.0,29.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_29.0,29.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_29.0,29.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_29.0,29.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_30.0,30.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_30.0,30.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_30.0,30.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_30.0,30.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_30.0,30.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_31.0,31.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_31.0,31.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_31.0,31.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_31.0,31.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_31.0,31.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_32.0,32.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_32.0,32.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_32.0,32.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_32.0,32.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_32.0,32.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_33.0,33.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_33.0,33.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_33.0,33.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_33.0,33.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_33.0,33.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_34.0,34.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_34.0,34.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_34.0,34.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_34.0,34.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_34.0,34.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_35.0,35.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_35.0,35.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_35.0,35.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_35.0,35.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_35.0,35.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_36.0,36.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_36.0,36.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_36.0,36.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_36.0,36.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_36.0,36.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_37.0,37.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_37.0,37.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_37.0,37.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_37.0,37.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_37.0,37.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_38.0,38.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
Gas_storage_tank_38.0,38.0,0,0,0,1,1,1,0.0,0.0,0,131884,28584,0,0,1011,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.1,1,0.0,0.71,0,1,1,0,0,0,0,0,0
Liquid_storage_tank_38.0,38.0,0,0,0,2,1,1,0.0,0.0,0,0,7721,0,0,9436,0,0,None,-1,0,-1,0,-1,0,0,0,0,0,1.0,1.0,0.0,0.05,1,1.25e-05,0.0,0,1,1,0,0,0,0,0,0
Liquifier_w_terminal_38.0,38.0,0,2,0,0,0,1,9.0,0.0,4737113,0,0,3281810,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.2,0.0,0,0.0,0.0,0,0,0,0,12,6,0,0,0
SMR_38.0,38.0,0,0,2,0,0,1,0.0,166.68,1790918,0,0,1314963,0,0,0,0,ng,-1,0,-1,0,-1,0,0,0,0,2,0.5,0.5,0.3,0.0,0,0.0,0.0,0,0,0,10,4,2,0,0,0
Electrolyzer_39.0,39.0,0,0,2,0,0,1,45.0,0.0,1375704,0,0,478625,0,0,0,0,None,-1,0,-1,0,-1,0,0,0,0,2,1.0,1.0,0.2,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
