H2_Pipelines,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,Max_No_Pipe,Existing_No_Pipe,Max_Flow_Tonne_p_Hr_Per_Pipe,H2Pipe_Inv_Cost_per_mile_yr,Pipe_length_miles,H2PipeCap_tonne_per_mile,Min_pipecap_stor_frac,len_bw_comp_mile,BoosterCompCapex_per_tonne_p_hr_yr,BoosterCompEnergy_MWh_per_tonne,H2PipeCompCapex,H2PipeCompEnergy,bus0,bus1,bus0_x,bus0_y,bus1_x,bus1_y
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,178.5454087622211,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 0,GB0 6,-1.9115255609602528,52.46122491282156,-3.3146490483229205,51.51069342086891
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,169.70634479012,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 0,GB0 8,-1.9115255609602528,52.46122491282156,-1.4383506875000005,51.275725375
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,233.4162567949229,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 0,GB0 9,-1.9115255609602528,52.46122491282156,-1.457966915427565,54.11853474215842
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,256.14669244748615,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 1,GB0 3,-0.4720178099735996,53.45202884546524,-0.2469460565586441,51.61425294670557
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,283.94948893773,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 1,GB0 7,-0.4720178099735996,53.45202884546524,0.6575011666666645,51.528312166666666
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,123.03247749166655,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 1,GB0 9,-0.4720178099735996,53.45202884546524,-1.457966915427565,54.11853474215842
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,122.6510060576338,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 10,GB0 4,-3.89328033333334,53.07477866666667,-2.583252000000002,53.481137
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,136.08721496817108,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 11,GB0 6,-4.315338333333333,50.759446833333335,-3.3146490483229205,51.51069342086891
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,179.8270899377385,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 12,GB0 2,-4.583752345871128,56.63473439448657,-2.523868924058204,57.2769448938867
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,139.72096472341332,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 12,GB0 5,-4.583752345871128,56.63473439448657,-3.699947107555958,55.75794503495423
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,229.57642254992288,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 2,GB0 5,-2.523868924058204,57.2769448938867,-3.699947107555958,55.75794503495423
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,79.04264239472442,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 3,GB0 7,-0.2469460565586441,51.61425294670557,0.6575011666666645,51.528312166666666
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,113.42916934460632,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 3,GB0 8,-0.2469460565586441,51.61425294670557,-1.4383506875000005,51.275725375
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,328.9635605988085,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 4,GB0 5,-2.583252000000002,53.481137,-3.699947107555958,55.75794503495423
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,127.9899049912176,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 4,GB0 9,-2.583252000000002,53.481137,-1.457966915427565,54.11853474215842
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,289.7434376662303,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 5,GB0 9,-3.699947107555958,55.75794503495423,-1.457966915427565,54.11853474215842
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,165.96789341455607,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 6,GB0 8,-3.3146490483229205,51.51069342086891,-1.4383506875000005,51.275725375
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,20.0,0.0,20.2,74087.0,353.9390251636964,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 0,IT1 6,16.319274888888888,39.05643655555556,14.454193055555557,41.166062
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,20.0,0.0,20.2,74087.0,233.3609598607713,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 0,IT1 7,16.319274888888888,39.05643655555556,17.06463909090909,40.63484909090909
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,20.0,0.0,20.2,74087.0,288.01517460509393,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 0,IT1 8,16.319274888888888,39.05643655555556,14.363851625,37.662461375
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,249.9286247244626,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 1,IT1 10,9.230556359507956,45.29415845141039,10.77633958485252,43.87238187528471
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,20.0,0.0,20.2,74087.0,140.941699376702,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 1,IT1 5,9.230556359507956,45.29415845141039,7.804870668635753,45.153095876777606
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,20.0,0.0,20.2,74087.0,166.6388703713588,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 1,IT1 9,9.230556359507956,45.29415845141039,10.871049384222868,45.6311041992224
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,168.1611022141201,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 10,IT1 11,10.77633958485252,43.87238187528471,12.063540710654646,44.65601434632738
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,302.78301616664066,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 10,IT1 4,10.77633958485252,43.87238187528471,12.355585,42.0258570625
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,20.0,0.0,20.2,74087.0,244.62989086389732,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 10,IT1 9,10.77633958485252,43.87238187528471,10.871049384222868,45.6311041992224
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,323.2086392569206,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 11,IT1 2,12.063540710654646,44.65601434632738,13.576105363636362,42.604392454545454
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,189.9945577765058,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 11,IT1 3,12.063540710654646,44.65601434632738,12.849557095238094,45.90608157142857
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,20.0,0.0,20.2,74087.0,178.98224449440104,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 11,IT1 9,12.063540710654646,44.65601434632738,10.871049384222868,45.6311041992224
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,149.0024821018915,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 2,IT1 4,13.576105363636362,42.604392454545454,12.355585,42.0258570625
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,20.0,0.0,20.2,74087.0,219.5953152359058,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 2,IT1 6,13.576105363636362,42.604392454545454,14.454193055555557,41.166062
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,20.0,0.0,20.2,74087.0,195.59336340229305,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 3,IT1 9,12.849557095238094,45.90608157142857,10.871049384222868,45.6311041992224
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,20.0,0.0,20.2,74087.0,248.7206644595887,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 4,IT1 6,12.355585,42.0258570625,14.454193055555557,41.166062
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,20.0,0.0,20.2,74087.0,284.0010086284025,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 6,IT1 7,14.454193055555557,41.166062,17.06463909090909,40.63484909090909
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,376.9333562042837,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,ES4 0,ES1 1,2.7388916,39.6729018,-0.498247313630633,40.78999490093028
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,20.0,0.0,20.2,74087.0,474.4609409903248,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT1 4,IT3 0,12.355585,42.0258570625,8.745975499999998,39.9681955
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,253.416960921022,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,FR1 6,ES1 4,1.729674828609724,43.51121310716024,1.53223151519779,41.69378610486426
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,207.38738922833235,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 7,FR1 3,0.6575011666666645,51.528312166666666,2.4240286159588798,50.53222179402777
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,243.01197984460177,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 5,GB5 0,-3.699947107555958,55.75794503495423,-6.097540942585512,54.668778749066895
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,243.01197984460177,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 5,GB5 0,-3.699947107555958,55.75794503495423,-6.097540942585512,54.668778749066895
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,473.01937163833134,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,ES1 6,FR1 11,-2.8968013540051976,42.7648961811579,-0.1477868720375819,45.53878517204548
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,376.2715917603242,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,FR1 14,GB0 8,0.5904750041596424,48.901817147533365,-1.4383506875000005,51.275725375
139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,399.5577983771517,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,DE1 14,DE1 4,11.750300384615384,51.22456746153846,11.399736085399406,48.35883243095018
140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,220.5950436523095,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,DE1 16,DE1 8,7.383087924978485,52.70033777690464,6.782045751405716,51.15711694730057
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,582.4991866367234,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 6,FR1 2,-3.3146490483229205,51.51069342086891,-1.259489522917447,47.53739282689119
142,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,637.9315281296251,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,DE1 5,DE1 0,9.656115621028528,53.772222705953226,8.585665971628911,49.23105928069339
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,376.2715917603242,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 8,FR1 14,-1.4383506875000005,51.275725375,0.5904750041596424,48.901817147533365
144,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,312.1080783473017,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,DE1 8,DE1 0,6.782045751405716,51.15711694730057,8.585665971628911,49.23105928069339
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,207.38738922833235,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 7,FR1 3,0.6575011666666645,51.528312166666666,2.4240286159588798,50.53222179402777
146,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,20.2,74087.0,699.3777780206126,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,GB0 7,DE1 10,0.6575011666666645,51.528312166666666,8.442956595095849,53.183449756764006
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,20.0,0.0,20.2,74087.0,581.8157278852775,0.36,0.0,100.0,56959.0,0.15,160234.0,0.54,IT3 0,IT1 10,8.745975499999998,39.9681955,10.77633958485252,43.87238187528471
